,Name,Street_Address,State,City,Zip_Code,Type,Reviews,No_of_Reviews,Comments,Price_Range
1856,The Blue fish Las Colinas,925 W John Carpenter Fwy,TX,Irving,75039-2502," Japanese, Sushi, Asian",4.5,271,One of the best places to visit and have a good meal. Good service and delicious food. I had to go twice to taste another dish. It was amazing time there.,Medium
1857,La Griglia,2002 West Gray St,TX,Houston,77019," Italian, International, Contemporary",4.5,446,"It’s a nice atmosphere inside the restaurant. Service was very good. 

Food was very tasty. Decent choice on the wine list. 

Good value for money.",Medium
1858,Salute,173 Glenridge Ave,NJ,Montclair,07042-3526," Italian, Pizza, Vegetarian Friendly",4.0,143,"Saturday evening early dinner for 3 at 530pm. Valet parking ($7) does make it easy in and out. Our server was very good, the restaurant does team service with all the courses delivered by runners from the kitchen and wait staff stays on the floor....More",Medium
1859,Whiskey Cake,3601 Dallas Pkwy,TX,Plano,75093-7775," American, Bar, Vegetarian Friendly",4.5,1055,"I visited this week for brunch to celebrate a friend’s birthday.  At 11:30 am on Sunday, the restaurant was very busy.   You will need a reservation.  We were seated promptly, but service was slow likely due to how busy that they were.   There are very...More",Medium
1860,The Continental,1 Atlantic Ocean,NJ,Atlantic City,08401-6689," Bar, Vegetarian Friendly, Vegan Options",4.5,532,"My spouse and I visited The Continental for brunch on a Sunday in August 2019. The Continental is open daily for weekday lunch/weekend brunch, dinner, happy hour, and late night. Diners can book a spot using the online Open Table reservation system.

The Continental is...More",Medium
1861,Rodeo Goat,1926 Market Center Blvd,TX,Dallas,75207-3317," American, Bar, Vegetarian Friendly",4.5,837,"Take the budaciuos! The best burger in the world, the mix of the delicious jalapeños and burger and cheese and bacon OMG!",Medium
1862,Peli Peli,110 Vintage Park Blvd,TX,Houston,77070-4047," International, Contemporary, Fusion",4.5,1922,We come to this area often for business but had never tried this restaurant.  Never having tried South African food we decided to give it a shot.  We were all amazed.  We tried the sampler as well as several different dishes to get an array...More,Expensive
1863,Taverna Novo,62 Beekman St,NY,Saratoga Springs,12866-4048," Italian, Pizza, Neapolitan",4.5,79,Had read a few reviews and had time to stop by on a quiet Monday night.  Had the calamari and shrimp alla diavolo -  great.  Bartender LeeJay and staff were great.  Pleasant change from Broadway.   Liked the wines on tap too.   Will be back.,Medium
1864,Harris Avenue Cafe and Tony's Coffee,1101 Harris Ave,WA,Bellingham,98225-7062," Cafe, American, Vegetarian Friendly",4.0,160,"Pleasantly surprised to come across this gem. The place was packed and we grabbed a coffee and waited 30 minutes for a table. Luckily we could sit and wait and peruse the menu so that when we sat down , we ordered. The food arrived...More",Medium
1865,The Brick Pub and Grill,1190 Sunset Blvd NE,WA,Renton,98056-8703," American, Bar, Pub",4.5,24,"Close to home, reasonable prices, good food (awlays with a yummy twist, like Mama Lil's Peppers on the nachos), rotating beers, and cocktails. AO GLAD to have a really nice place to eat, relax within walking distance. Oh yeah...WIFI.",Medium
1866,Square Lotus,3540 Factoria Blvd SE,WA,Bellevue,98006-5274," Asian, Vietnamese, Vegetarian Friendly",4.5,91,"Good restaurant for Vietnamese Vegetarian Tofu Pho (@$17.90 for two regular bowls) as well as Thai Style Curry (@$10.50). Sitting arrangement is good, service is good and the food is also very good. We tried Vegetarian Crepes (@$11.50) and found this also to be good...More",Medium
1867,Airways Bistro,320 W Harrison St,WA,Kent,98032-4476," American, Bar, Pub",4.0,42,Great little tap room bistro.  Not familiar with the area and it was a little hard for us to find.   It isn't a fancy big brewery that stands out from the street but it sure stands out in great beers.  The Mr liked the Amber...More,Medium
1868,Mama Mia's Restaurant,185 Ballston Ave,NY,Saratoga Springs,12866-4715," Italian, Pizza, Vegetarian Friendly",4.0,278,My fiance and I have been here twice in the last month and I can't believe I have never done a review.  I absolutely love the food here.  When we go out we like to sit at the bar and chat with the locals while...More,Medium
1869,Ban SomTum Isaan Thai,35109 Pacific Hwy S,WA,Federal Way,98003-8310," Asian, Thai, Vegetarian Friendly",4.5,35,"Always on the look out for unique regional Thai, this restaurant focuses on Northern Thai or Lao Thai. Thailand has 5 distinctive food regions. Americans are usually only accustomed to one region. This region specializes in Som Tom (papaya salad) Larb and others dishes. One...More",Medium
1870,The Funky Door,6801 Milwaukee Ave.,TX,Lubbock,79424," Wine Bar, Contemporary, Vegetarian Friendly",4.0,200,"This is a great place. Excellent food, service, and atmosphere.  The wine list is huge. There was a bit of trouble finding a couple of listed selections, but the staff was able to locate a very nice bottle of a 2009 Bordeaux for a very...More",Medium
1871,Lighthorse Tavern,199 Washington St,NJ,Jersey City,07302-4527," American, Bar, Vegetarian Friendly",4.5,385,"We enjoyed a delicious, high-value Hudson Restaurant Week dinner at this atmospheric neighborhood restaurant. The three courses were full-size, not reduced as one often sees in prix-fixe specials.  The six oysters on the half shell we ordered for the first course were among the best...More",Medium
1872,State Of Grace,3258 Westheimer Rd,TX,Houston,77098-1002," American, Seafood, Vegetarian Friendly",4.5,228,"We stopped at State of Grace for a bite to eat after seeing a movie at the River Oaks Theatre.  Were taken care of by a slew of folks including Ashley, Chris, Christine and Nicole.  

We had a dozen of the Alabama oysters (delicious!) and...More",Expensive
1873,Good Luck,50 Anderson Ave,NY,Rochester,14607-1140," American, International, Vegetarian Friendly",4.5,253,"A bit pricy, but the food and ambience are worth it. Don't miss the Good Luck Burger! Good drink menu. Good service.",Medium
1874,Uncle Peter's,8315 Northern Blvd,NY,Jackson Heights,11372-1459," Grill, Italian, Vegetarian Friendly",4.5,100,"Saturday night, dinner time. We had no problem to book a table for 9 pm although the restaurant was busy enough.
We got croquettes as starters which were good enough, specially the ones with goat cheese.
As main course we got a whole fish and...More",Medium
1875,Clydz,55 Paterson St,NJ,New Brunswick,08901-2296," American, Bar",4.0,250,"Clydz to me is synonymous with interesting and unusual food.
We were STUNNED to find it changed to a standard pub menu removing everything that would bring me through the door.
I don’t understand how they can succeed being the same as everyone else (and...More",Medium
1876,Swagath Gourmet Restaurant,1700 Oak Tree Rd,NJ,Edison,08820-2854," Indian, Vegetarian Friendly, Vegan Options",4.5,69,"The food quality is very poor lately. More importantly the old man that runs the place is a creepy individual who touched and squeezed my wife's shoulder. First time he did it he spoke to us in Tamil, after that he came around sitting next...More",Medium
1877,Druthers Brewing Company,1053 Broadway,NY,Albany,12204-2505," American, Bar, Pub",4.5,269,"I was not thrilled with the menu. I did not like my entree. The place was nice, I can see why people enjoy going there, the food was jus ok.",Medium
1878,Pancake House,510 Avenue Q,TX,Lubbock,79401-2612," American, Diner",4.5,180,"Old-school W TX/Panhandle breakfast jernt. Nice folks, heavy on the Jesus imagery, excellent carbs & fried. Super friendly, and they've maintained the same kitchen & floor staff for decades, which tends to speak well of management. Heads-up: *very popular* on TTU Game Days, so plan...More",Cheap
1879,The Stone House,16244 Cleveland St,WA,Redmond,98052-4316," American, Vegetarian Friendly",4.5,115,The food was terrific: great flavors and it tasted fresh. Service was great and parking is available.,Expensive
1880,Duke's Chowder House,3327 Ruston Way,WA,Tacoma,98402-5309," American, Bar, Seafood",4.5,951,"Truly wonderful dining experience. The World Famous Clam Chowder was a delight, delicious, and aptly named. 

I will highly recommend the dinner special of Colonel Mustard  Wild Salmon & Mussels featuring Alaska Copper River Salmon and local Penn Cove  Mussels in a French Dijon cream...More",Medium
1881,The Brownstone,351 W Broadway,NJ,Paterson,07522-1978," Italian, American, Gluten Free Options",4.0,89,"I attended a New Year 2020 celebration at the Brownstone, in Paterson, NJ.  This place is absolutely phenomenal, the pinnacle of elegance and sophistication.  What a beautiful place.  Myself and several friends were there this past December 31, 2019 for a wonderful dinner and dancing....More",Medium
1882,IHOP,178 SW Campus Dr,WA,Federal Way,98023-7926, American,4.0,24,"Great service, food served warm, food top quality - I've been to several other IHop's but none are the same high quality as the one on in Federal Way.",Medium
1883,Tapas 177,177 Saint Paul St,NY,Rochester,14604-1125," International, Mediterranean, Spanish",4.5,175,I enjoyed the scallops and the Italian light-oaked Chardonnay. The staff was friendly and service was prompt.,Medium
1884,The Cheesecake Factory,1700 Willowbrook Boulevard,NJ,Wayne,07470," American, Vegetarian Friendly, Vegan Options",4.0,220,"We do not have one by us so being able to come here on our little trip was awesome. 

They do NOT DO CALL AHEAD or reservations which kind of suck.  We did have drinks while waiting but that was also hard to do while...More",Medium
1885,Saltgrass Steak House,5600 Legend Lake Pkwy,TX,Waco,76712," American, Steakhouse, Bar",4.0,215,"Staying at the nearby TownePlace Suites, we decided to walk to Saltgrass for our Friday evening dinner.  As is always the case with Saltgrass, the meal was very good.  We both had steaks that were cooked to perfection and the accompanying choices - baked potato...More",Medium
1886,Buenos Aires,513 E 6th St,NY,New York City,10009-6621," Steakhouse, Latin, Argentinean",4.5,424,"In a city with thousands of places to eat, few are worth the trouble and cost of eating out. Even in NYC, having a great dining experience is not obvious.  Buenos Aires delivers on all expectations- every time.  I've been eating here since it opened...More",Medium
1887,Cactus Restaurant,2820 Alki Ave SW,WA,Seattle,98116-2788," Mexican, Southwestern, Latin",4.5,261,"We have been to both the South Lake Union and the West Seattle locations.  Both are terrific, with delicious food, good service, and great atmosphere.  Reasonably priced.",Medium
1888,Sea Fire Grill,158 E 48th St,NY,New York City,10017-1224," American, Seafood, Vegetarian Friendly",4.5,1088,My husband brought me here for my birthday.  What an amazing place. The ambiance and decor was outstanding. Our server Benson provided us with exemplary service. He was attentive and made us feel very special.  This restaurant is by far the best restaurant I've been...More,Expensive
1889,Taylor Sam's,563 Route 88,NJ,Brick,NJ," American, Vegetarian Friendly, Vegan Options",4.5,49,Taylor Sams it’s nothing fancy but it has the best breakfast around. The staff is so nice and so welcoming. Large portions. They also serve lunch but I’ve only eaten there for breakfast and was never disappointed.Try it you’ll like it.,Medium
1890,Tre Famiglia,403 N Haddon Ave,NJ,Haddonfield,08033-1701," Italian, Vegetarian Friendly, Vegan Options",4.5,221,"Food was great, just chaos when arriving.  There is a very small waiting room where you enter/exit the restaurant that was packed.  Everyone had the same time reservation.  We waited for quite a while.  Hostess was not pleasant or helpful.  Once you get thru that...More",Medium
